"Data Import Template"
"Table:","Workspace Sidebar"
""
""
"Notes:"
"Please do not change the template headings."
"First data column must be blank."
"If you are uploading new records, leave the ""name"" (ID) column blank."
"If you are uploading new records, ""Naming Series"" becomes mandatory, if present."
"Only mandatory fields are necessary for new records. You can delete non-mandatory columns if you wish."
"For updating, you can update only selective columns."
"You can only upload upto 5000 records in one go. (may be less in some cases)"
""
"DocType:","Workspace Sidebar","","","","","","","","~","Workspace Sidebar Item","items","","","","","","","","","","","","","","","",""
"Column Labels:","ID","Created On","Created By","Title","Header Icon","For User","Standard","App","","ID","Created On","Created By","Label","Link Type","Icon","Type","Link To","Child Item","Tab","URL","Collapsible","Indent","Keep Closed","Show Arrow","Display Depends On (JS)","Filters","Route Options"
"Column Name:","name","creation","owner","title","header_icon","for_user","standard","app","~","name","creation","owner","label","link_type","icon","type","link_to","child","navigate_to_tab","url","collapsible","indent","keep_closed","show_arrow","display_depends_on","filters","route_options"
"Mandatory:","Yes","No","No","No","No","No","No","No","","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Type:","Data","Datetime","Link","Data","Icon","Link","Check","Autocomplete","","Data","Datetime","Link","Data","Select","Icon","Select","Dynamic Link","Check","Autocomplete","Data","Check","Check","Check","Check","Code","Code","Code"
"Info:","","dd-mm-yyyy","Valid User","","","Valid User","0 or 1","","","","dd-mm-yyyy","Valid User","","One of: DocType, Page, Report, Workspace, Dashboard, URL","","One of: Link, Section Break, Spacer, Sidebar Item Group","","0 or 1","","","0 or 1","0 or 1","0 or 1","0 or 1","","",""
"Start entering data below this line"
"","""Manufacturing""","2025-11-05 12:11:24.739243","Administrator","Manufacturing","organization","",1,"erpnext","","""njun6mbmfr""","2025-11-05 12:11:24.739243","Administrator","Home","Workspace","home","Link","Manufacturing",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njumcvjt66""","2025-11-05 12:11:24.739243","Administrator","Dashboard","Dashboard","chart","Link","Manufacturing",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njupqp9he8""","2025-11-05 12:11:24.739243","Administrator","BOM","DocType","list-tree","Link","BOM",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""nju0c42cr8""","2025-11-05 12:11:24.739243","Administrator","Work Order","DocType","factory","Link","Work Order",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""nju7s1pnrv""","2025-11-05 12:11:24.739243","Administrator","Job Card","DocType","person-standing","Link","Job Card",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""nju9j76dh9""","2025-11-05 12:11:24.739243","Administrator","Stock Entry","DocType","stock","Link","Stock Entry",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""nju0uo489u""","2025-11-05 12:11:24.739243","Administrator","Material Planning","DocType","getting-started","Section Break","",0,"","",1,1,1,0,"","",""
"","","","","","","","","","","""njuri311ie""","2025-11-05 12:11:24.739243","Administrator","Item Lead Time","DocType","","Link","Item Lead Time",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njuf5afdr1""","2025-11-05 12:11:24.739243","Administrator","Production Plan","DocType","","Link","Production Plan",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""nju6210616""","2025-11-05 12:11:24.739243","Administrator","Forecasting","Report","","Link","Exponential Smoothing Forecasting",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njukijsvi3""","2025-11-05 12:11:24.739243","Administrator","Master Production Schedule","DocType","","Link","Master Production Schedule",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njursfn8sm""","2025-11-05 12:11:24.739243","Administrator","Sales Forecast","DocType","","Link","Sales Forecast",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""nju0s52543""","2025-11-05 12:11:24.739243","Administrator","Production Planning Report","Report","","Link","Production Planning Report",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""nju281i10s""","2025-11-05 12:11:24.739243","Administrator","Tools","DocType","tool","Section Break","",0,"","",1,1,1,0,"","",""
"","","","","","","","","","","""nju6htgjbe""","2025-11-05 12:11:24.739243","Administrator","BOM Creator","DocType","","Link","BOM Creator",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njuejnpbs8""","2025-11-05 12:11:24.739243","Administrator","BOM Update Tool","DocType","","Link","BOM Update Tool",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njuemjqo3m""","2025-11-05 12:11:24.739243","Administrator","BOM Comparison Tool","Page","","Link","bom-comparison-tool",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njueooae3p""","2025-11-05 12:11:24.739243","Administrator","Downtime Entry","DocType","","Link","Downtime Entry",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njuuqaorl0""","2025-11-05 12:11:24.739243","Administrator","Reports","DocType","notepad-text","Section Break","",0,"","",1,1,1,0,"","",""
"","","","","","","","","","","""nju7rj0g72""","2025-11-05 12:11:24.739243","Administrator","Production Planning Report","Report","","Link","Production Planning Report",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njuu2fcl4b""","2025-11-05 12:11:24.739243","Administrator","Work Order Summary","Report","","Link","Work Order Summary",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njup9igvsl""","2025-11-05 12:11:24.739243","Administrator","Quality Inspection Summary","Report","","Link","Quality Inspection Summary",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njufhm1k65""","2025-11-05 12:11:24.739243","Administrator","Downtime Analysis","Report","","Link","Downtime Analysis",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""nju5rhcmj4""","2025-11-05 12:11:24.739243","Administrator","Job Card Summary","Report","","Link","Job Card Summary",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njurag5uuc""","2025-11-05 12:11:24.739243","Administrator","BOM Search","Report","","Link","BOM Search",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njuecrff6c""","2025-11-05 12:11:24.739243","Administrator","BOM Stock Report","Report","","Link","BOM Stock Report",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njupl87m6k""","2025-11-05 12:11:24.739243","Administrator","Production Analytics","Report","","Link","Production Analytics",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njunpiqt5i""","2025-11-05 12:11:24.739243","Administrator","BOM Operations Time","Report","","Link","BOM Operations Time",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njukch95ee""","2025-11-05 12:11:24.739243","Administrator","Work Order Consumed Materials","Report","","Link","Work Order Consumed Materials",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njupaql9c9""","2025-11-05 12:11:24.739243","Administrator","Setup","DocType","database","Section Break","",0,"","",1,1,1,0,"","",""
"","","","","","","","","","","""njuv07t7hl""","2025-11-05 12:11:24.739243","Administrator","Item","DocType","","Link","Item",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njumnms63r""","2025-11-05 12:11:24.739243","Administrator","Warehouse","DocType","","Link","Warehouse",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njuf8bd5ce""","2025-11-05 12:11:24.739243","Administrator","Operation","DocType","","Link","Operation",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""nju316lmkr""","2025-11-05 12:11:24.739243","Administrator","Workstation","DocType","","Link","Workstation",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njue8q1niq""","2025-11-05 12:11:24.739243","Administrator","Workstation Type","DocType","","Link","Workstation Type",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""nju1b5iu0l""","2025-11-05 12:11:24.739243","Administrator","Plant Floor","DocType","","Link","Plant Floor",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""nju2r60e1v""","2025-11-05 12:11:24.739243","Administrator","Routing","DocType","","Link","Routing",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njufqf84h2""","2025-11-05 12:11:24.739243","Administrator","Settings","DocType","settings","Link","Manufacturing Settings",0,"","",1,0,0,0,"","",""
"","""My Workspaces""","2025-11-03 03:11:08.482620","Administrator","My Workspaces","user-round","",1,"frappe","","","","","","","","","","","","","","","","","","",""
"","""Payments""","2026-01-23 11:36:55.020705","Administrator","Payments","receipt-text","",1,"erpnext","","""njtfjutkip""","2026-01-23 11:36:55.020705","Administrator","Dashboard","Dashboard","chart","Link","Payments",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtltg3f5r""","2026-01-23 11:36:55.020705","Administrator","Payments","DocType","money-coins-1","Section Break","",0,"","",1,1,0,0,"","",""
"","","","","","","","","","","""njtgn8bc9n""","2026-01-23 11:36:55.020705","Administrator","Payment Entry","DocType","","Link","Payment Entry",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtov9a3iq""","2026-01-23 11:36:55.020705","Administrator","Journal Entry","DocType","","Link","Journal Entry",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtdc8ao8q""","2026-01-23 11:36:55.020705","Administrator","Payment Request","DocType","","Link","Payment Request",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtbqd1tt9""","2026-01-23 11:36:55.020705","Administrator","Payment Order","DocType","","Link","Payment Order",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtt2v8kqp""","2026-01-23 11:36:55.020705","Administrator","Payment Reconciliaition","DocType","","Link","Payment Reconciliation",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtdd0717j""","2026-01-23 11:36:55.020705","Administrator","Unreconcile Payment","DocType","","Link","Unreconcile Payment",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njt8ucmomr""","2026-01-23 11:36:55.020705","Administrator","Process Payment Reconciliation","DocType","","Link","Process Payment Reconciliation",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njts7fvo6k""","2026-01-23 11:36:55.020705","Administrator","Repost Accounting Ledger","DocType","","Link","Repost Accounting Ledger",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njt4cnhlfq""","2026-01-23 11:36:55.020705","Administrator","Repost Payment Ledger","DocType","","Link","Repost Payment Ledger",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njts4s09lm""","2026-01-23 11:36:55.020705","Administrator","Reports","DocType","sheet","Section Break","",0,"","",1,1,1,0,"","",""
"","","","","","","","","","","""njt5vm7gl2""","2026-01-23 11:36:55.020705","Administrator","Accounts Receivable","Report","","Link","Accounts Receivable",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtfc30osv""","2026-01-23 11:36:55.020705","Administrator","Accounts Payable","Report","","Link","Accounts Payable",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtn1li99j""","2026-01-23 11:36:55.020705","Administrator","General Ledger","Report","","Link","General Ledger",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njt3uu129k""","2026-01-23 11:36:55.020705","Administrator","Trial Balance","Report","","Link","Trial Balance",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtgh8iauj""","2026-01-23 11:36:55.020705","Administrator","Financial Reports","Workspace","","Link","Financial Reports",1,"","",1,0,0,0,"","",""
"","""Printing""","2025-10-31 13:08:32.822702","Administrator","Printing","printer","",1,"frappe","","""n83kciqt42""","2025-10-31 13:08:32.822702","Administrator","Print Format","DocType","printer","Link","Print Format",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""n8348umodj""","2025-10-31 13:08:32.822702","Administrator","Print Heading","DocType","heading","Link","Print Heading",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""n83n0jns4v""","2025-10-31 13:08:32.822702","Administrator","Print Format Builder","Page","pen-tool","Link","print-format-builder",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""n83vdoqm3q""","2025-10-31 13:08:32.822702","Administrator","Print Settings","DocType","settings","Link","Print Settings",0,"","",1,0,0,0,"","",""
"","""Projects""","2025-10-26 21:53:46.610193","Administrator","Projects","project","",1,"erpnext","","""nju6sob92l""","2025-10-26 21:53:46.610193","Administrator","Home","Workspace","home","Link","Projects",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njuskh2it3""","2025-10-26 21:53:46.610193","Administrator","Dashboard","Dashboard","chart","Link","Project",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njuc5nnf6h""","2025-10-26 21:53:46.610193","Administrator","Project","DocType","projects","Link","Project",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njuoej1ism""","2025-10-26 21:53:46.610193","Administrator","Task","DocType","list-todo","Link","Task",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""nju2t8ovf9""","2025-10-26 21:53:46.610193","Administrator","Timesheet","DocType","calendar-clock","Link","Timesheet",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njud7br1k4""","2025-10-26 21:53:46.610193","Administrator","Setup","DocType","database","Section Break","",0,"","",1,1,1,0,"","",""
"","","","","","","","","","","""njulcjkisa""","2025-10-26 21:53:46.610193","Administrator","Activity Type","DocType","","Link","Activity Type",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njuj6qojd6""","2025-10-26 21:53:46.610193","Administrator","Activity Cost","DocType","","Link","Activity Cost",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njubj25tk0""","2025-10-26 21:53:46.610193","Administrator","Project Template","DocType","","Link","Project Template",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njume4srr0""","2025-10-26 21:53:46.610193","Administrator","Project Type","DocType","","Link","Project Type",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njuogkr51m""","2025-10-26 21:53:46.610193","Administrator","Project Update","DocType","","Link","Project Update",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njut70sqjc""","2025-10-26 21:53:46.610193","Administrator","Reports","DocType","sheet","Section Break","",0,"","",1,1,1,0,"","",""
"","","","","","","","","","","""nju1e4oj9q""","2025-10-26 21:53:46.610193","Administrator","Project Summary","Report","","Link","Project Summary",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njupe85f27""","2025-10-26 21:53:46.610193","Administrator","Daily Timesheet Summary","Report","","Link","Daily Timesheet Summary",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njufqsmd17""","2025-10-26 21:53:46.610193","Administrator","Timesheet Billing Summary","Report","","Link","Timesheet Billing Summary",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""nju9rnnkcj""","2025-10-26 21:53:46.610193","Administrator","Project wise Stock Tracking","Report","","Link","Project wise Stock Tracking",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""nju59aebn0""","2025-10-26 21:53:46.610193","Administrator","Project Profitability","Report","","Link","Project Profitability",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njup4e9iv1""","2025-10-26 21:53:46.610193","Administrator","Delayed Tasks Summary","Report","","Link","Delayed Tasks Summary",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njurcm5qgm""","2025-10-26 21:53:46.610193","Administrator","Settings","DocType","settings","Link","Projects Settings",0,"","",1,0,0,0,"","",""
"","""Quality""","2025-10-26 21:53:46.613016","Administrator","Quality","quality","",1,"erpnext","","""nju1nt8rv6""","2025-10-26 21:53:46.613016","Administrator","Home","Workspace","home","Link","Quality",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""nju5nqjc0s""","2025-10-26 21:53:46.613016","Administrator","Quality Inspection","DocType","inspection-panel","Link","Quality Inspection",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""nju29leh90""","2025-10-26 21:53:46.613016","Administrator","Quality Goal","DocType","goal","Link","Quality Goal",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njucruanni""","2025-10-26 21:53:46.613016","Administrator","Quality Review","DocType","review","Link","Quality Review",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njujdoeir7""","2025-10-26 21:53:46.613016","Administrator","Quality Action","DocType","square-activity","Link","Quality Action",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""nju7t3qlan""","2025-10-26 21:53:46.613016","Administrator","Non Conformance","DocType","grid-2x2-check","Link","Non Conformance",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njufokrjpn""","2025-10-26 21:53:46.613016","Administrator","Quality Feedback","DocType","thumbs-up","Link","Quality Feedback",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njumfv4576""","2025-10-26 21:53:46.613016","Administrator","Quality Meeting","DocType","users","Link","Quality Meeting",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""nju11ohivt""","2025-10-26 21:53:46.613016","Administrator","Setup","DocType","database","Section Break","",0,"","",1,1,1,0,"","",""
"","","","","","","","","","","""nju390hsqi""","2025-10-26 21:53:46.613016","Administrator","Quality Procedure","DocType","","Link","Quality Procedure",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njuc0bqr3v""","2025-10-26 21:53:46.613016","Administrator","Feedback Template","DocType","","Link","Quality Feedback Template",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njujkjoben""","2025-10-26 21:53:46.613016","Administrator","Quality Inspection Template","DocType","","Link","Quality Inspection Template",1,"","",1,0,0,0,"","",""
"","""Selling""","2025-10-26 21:53:46.624753","Administrator","Selling","sell","",1,"erpnext","","""njv8eo2boi""","2025-10-26 21:53:46.624753","Administrator","Home","Workspace","home","Link","Selling",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njvhjcvdm5""","2025-10-26 21:53:46.624753","Administrator","Dashboard","Dashboard","chart","Link","Selling",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njvn4928bm""","2025-10-26 21:53:46.624753","Administrator","Quotation","DocType","receipt-text","Link","Quotation",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njv4k065j5""","2025-10-26 21:53:46.624753","Administrator","Sales Order","DocType","sell","Link","Sales Order",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njvcp1qhe2""","2025-10-26 21:53:46.624753","Administrator","Sales Invoice","DocType","receipt","Link","Sales Invoice",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njvnkt5oar""","2025-10-26 21:53:46.624753","Administrator","POS","DocType","computer","Section Break","",0,"","",1,1,1,0,"","",""
"","","","","","","","","","","""njvskbj81b""","2025-10-26 21:53:46.624753","Administrator","POS","Page","","Link","point-of-sale",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njv1s1snkm""","2025-10-26 21:53:46.624753","Administrator","POS Invoice","DocType","","Link","POS Invoice",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njvqcpvfir""","2025-10-26 21:53:46.624753","Administrator","POS Opening Entry","DocType","","Link","POS Opening Entry",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njv314it77""","2025-10-26 21:53:46.624753","Administrator","POS Closing Entry","DocType","","Link","POS Closing Entry",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njvj91834j""","2025-10-26 21:53:46.624753","Administrator","POS Profile","DocType","","Link","POS Profile",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njvevkjagq""","2025-10-26 21:53:46.624753","Administrator","POS Invoice Merge Log","DocType","","Link","POS Invoice Merge Log",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njv9t3fmcu""","2025-10-26 21:53:46.624753","Administrator","POS Settings","DocType","","Link","POS Settings",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njvqk3lo1f""","2025-10-26 21:53:46.624753","Administrator","Loyalty Program","DocType","","Link","Loyalty Program",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njvkid7gu3""","2025-10-26 21:53:46.624753","Administrator","Loyalty Point Entry","DocType","","Link","Loyalty Point Entry",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njvtf0tidu""","2025-10-26 21:53:46.624753","Administrator","Items & Pricing","DocType","stock","Section Break","",0,"","",1,1,1,0,"","",""
"","","","","","","","","","","""njv0kvkkkk""","2025-10-26 21:53:46.624753","Administrator","Item","DocType","","Link","Item",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njv9pe303v""","2025-10-26 21:53:46.624753","Administrator","Item Group","DocType","","Link","Item Group",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njvoubru1f""","2025-10-26 21:53:46.624753","Administrator","Price List","DocType","","Link","Price List",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njvdf1pbga""","2025-10-26 21:53:46.624753","Administrator","Item Price","DocType","","Link","Item Price",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njvf39s40u""","2025-10-26 21:53:46.624753","Administrator","Pricing Rule","DocType","","Link","Pricing Rule",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njv9nsccrn""","2025-10-26 21:53:46.624753","Administrator","Promotional Scheme","DocType","","Link","Promotional Scheme",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njv3eo1tsc""","2025-10-26 21:53:46.624753","Administrator","Coupon Code","DocType","","Link","Coupon Code",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njv64o1jeg""","2025-10-26 21:53:46.624753","Administrator","Blanket Order","DocType","","Link","Blanket Order",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njvclic7h0""","2025-10-26 21:53:46.624753","Administrator","Setup","DocType","database","Section Break","",0,"","",1,1,1,0,"","",""
"","","","","","","","","","","""njvbmepvqf""","2025-10-26 21:53:46.624753","Administrator","Customer","DocType","","Link","Customer",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njvr40r47f""","2025-10-26 21:53:46.624753","Administrator","Customer Group","DocType","","Link","Customer Group",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njvdo2m2hd""","2025-10-26 21:53:46.624753","Administrator","Address","DocType","","Link","Address",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njvt9tv7v2""","2025-10-26 21:53:46.624753","Administrator","Contact","DocType","","Link","Contact",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njvbvdbirt""","2025-10-26 21:53:46.624753","Administrator","Territory","DocType","","Link","Territory",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njvfsfq63j""","2025-10-26 21:53:46.624753","Administrator","Campaign","DocType","","Link","Campaign",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njv1kvs81q""","2025-10-26 21:53:46.624753","Administrator","Sales Person","DocType","","Link","Sales Person",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njvav07pju""","2025-10-26 21:53:46.624753","Administrator","Sales Partner","DocType","","Link","Sales Partner",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njvqrh2o8k""","2025-10-26 21:53:46.624753","Administrator","Monthly Distribution","DocType","","Link","Monthly Distribution",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njv0qf1fk1""","2025-10-26 21:53:46.624753","Administrator","Terms Template","DocType","","Link","Terms and Conditions",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njvau7f81d""","2025-10-26 21:53:46.624753","Administrator","Tax Template","DocType","","Link","Sales Taxes and Charges Template",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njv2td1a0o""","2025-10-26 21:53:46.624753","Administrator","Product Bundle","DocType","","Link","Product Bundle",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njvsb8u2vc""","2025-10-26 21:53:46.624753","Administrator","UTM Source","DocType","","Link","UTM Source",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njva79cv45""","2025-10-26 21:53:46.624753","Administrator","Shipping Rule","DocType","","Link","Shipping Rule",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njv93pase5""","2025-10-26 21:53:46.624753","Administrator","Reports","DocType","sheet","Section Break","",0,"","",1,1,1,0,"","",""
"","","","","","","","","","","""njv365uqla""","2025-10-26 21:53:46.624753","Administrator","Sales Register","Report","","Link","Sales Register",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njvqru5t9l""","2025-10-26 21:53:46.624753","Administrator","Item-wise Sales Register","Report","","Link","Item-wise Sales Register",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njvaq31aug""","2025-10-26 21:53:46.624753","Administrator","Sales Analytics","Report","","Link","Sales Analytics",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njvumuofaq""","2025-10-26 21:53:46.624753","Administrator","Customer Addresses And Contacts","Report","","Link","Address And Contacts",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njvj5qm98n""","2025-10-26 21:53:46.624753","Administrator","Sales Invoice Trends","Report","","Link","Sales Invoice Trends",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njvn65nfjf""","2025-10-26 21:53:46.624753","Administrator","Customer Credit Balance","Report","","Link","Customer Credit Balance",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njvjn2jh6j""","2025-10-26 21:53:46.624753","Administrator","Customers Without Any Sales Transactions","Report","","Link","Customers Without Any Sales Transactions",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njv2do0uod""","2025-10-26 21:53:46.624753","Administrator","Sales Partners Commission","Report","","Link","Sales Partners Commission",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njv7jgt90e""","2025-10-26 21:53:46.624753","Administrator","Available Stock for Packing Items","Report","","Link","Available Stock for Packing Items",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njv3ue99cn""","2025-10-26 21:53:46.624753","Administrator","Territory Target Variance Based On Item Group","Report","","Link","Territory Target Variance Based On Item Group",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njviot2fmc""","2025-10-26 21:53:46.624753","Administrator","Sales Person Target Variance Based On Item Group","Report","","Link","Sales Person Target Variance Based On Item Group",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njv4deq8sa""","2025-10-26 21:53:46.624753","Administrator","Sales Partner Target Variance Based On Item Group","Report","","Link","Sales Partner Target Variance based on Item Group",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njv9349tui""","2025-10-26 21:53:46.624753","Administrator","Pending SO Items For Purchase Request","Report","","Link","Pending SO Items For Purchase Request",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njvmerda79""","2025-10-26 21:53:46.624753","Administrator","Sales Funnel","Page","","Link","sales-funnel",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njvjqlm755""","2025-10-26 21:53:46.624753","Administrator","Sales Order Analysis","Report","","Link","Sales Order Analysis",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njv7hje6m7""","2025-10-26 21:53:46.624753","Administrator","Customer Acquisition and Loyalty","Report","","Link","Customer Acquisition and Loyalty",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njvqoe8oov""","2025-10-26 21:53:46.624753","Administrator","Quotation Trends","Report","","Link","Quotation Trends",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njvj1o0bvs""","2025-10-26 21:53:46.624753","Administrator","Sales Order Trends","Report","","Link","Sales Order Trends",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njvt2mp0it""","2025-10-26 21:53:46.624753","Administrator","Item-wise Sales History","Report","","Link","Item-wise Sales History",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njvqem51fc""","2025-10-26 21:53:46.624753","Administrator","Sales Person-wise Transaction Summary","Report","","Link","Sales Person-wise Transaction Summary",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njvpq9rn2n""","2025-10-26 21:53:46.624753","Administrator","Settings","DocType","settings","Link","Selling Settings",0,"","",1,0,0,0,"","",""
"","""Share Management""","2025-11-10 16:49:07.269956","Administrator","Share Management","","",1,"erpnext","","""njtm3tskv2""","2025-11-10 16:49:07.269956","Administrator","Shareholder","DocType","customer","Link","Shareholder",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njt0aqvmni""","2025-11-10 16:49:07.269956","Administrator","Share Transfer","DocType","move-horizontal","Link","Share Transfer",1,"","",1,0,0,0,"","",""
