"Data Import Template"
"Table:","Workspace Sidebar"
""
""
"Notes:"
"Please do not change the template headings."
"First data column must be blank."
"If you are uploading new records, leave the ""name"" (ID) column blank."
"If you are uploading new records, ""Naming Series"" becomes mandatory, if present."
"Only mandatory fields are necessary for new records. You can delete non-mandatory columns if you wish."
"For updating, you can update only selective columns."
"You can only upload upto 5000 records in one go. (may be less in some cases)"
""
"DocType:","Workspace Sidebar","","","","","","","","~","Workspace Sidebar Item","items","","","","","","","","","","","","","","","",""
"Column Labels:","ID","Created On","Created By","Title","Header Icon","For User","Standard","App","","ID","Created On","Created By","Label","Link Type","Icon","Type","Link To","Child Item","Tab","URL","Collapsible","Indent","Keep Closed","Show Arrow","Display Depends On (JS)","Filters","Route Options"
"Column Name:","name","creation","owner","title","header_icon","for_user","standard","app","~","name","creation","owner","label","link_type","icon","type","link_to","child","navigate_to_tab","url","collapsible","indent","keep_closed","show_arrow","display_depends_on","filters","route_options"
"Mandatory:","Yes","No","No","No","No","No","No","No","","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Type:","Data","Datetime","Link","Data","Icon","Link","Check","Autocomplete","","Data","Datetime","Link","Data","Select","Icon","Select","Dynamic Link","Check","Autocomplete","Data","Check","Check","Check","Check","Code","Code","Code"
"Info:","","dd-mm-yyyy","Valid User","","","Valid User","0 or 1","","","","dd-mm-yyyy","Valid User","","One of: DocType, Page, Report, Workspace, Dashboard, URL","","One of: Link, Section Break, Spacer, Sidebar Item Group","","0 or 1","","","0 or 1","0 or 1","0 or 1","0 or 1","","",""
"Start entering data below this line"
"","","","","","","","","","","""njtr2t6k7t""","2025-11-17 13:19:04.735352","Administrator","Supplier Addresses And Contacts","Report","","Link","Address And Contacts",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtuo61a32""","2025-11-17 13:19:04.735352","Administrator","Settings","DocType","settings","Link","Buying Settings",0,"","",1,0,0,0,"","",""
"","""CRM""","2025-10-26 21:53:46.562339","Administrator","CRM","crm","",1,"erpnext","","""njtioefigb""","2025-10-26 21:53:46.562339","Administrator","Home","Dashboard","chart","Link","CRM",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njt92dg35f""","2025-10-26 21:53:46.562339","Administrator","Lead","DocType","users-round","Link","Lead",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtd0p1bak""","2025-10-26 21:53:46.562339","Administrator","Opportunity","DocType","lightbulb","Link","Opportunity",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtqgmqmu5""","2025-10-26 21:53:46.562339","Administrator","Customer","DocType","customer","Link","Customer",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njt3hdllg0""","2025-10-26 21:53:46.562339","Administrator","Reports","DocType","sheet","Section Break","",0,"","",1,1,1,0,"","",""
"","","","","","","","","","","""njtltjqpgd""","2025-10-26 21:53:46.562339","Administrator","Sales Analytics","Report","","Link","Sales Analytics",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtjpv3c54""","2025-10-26 21:53:46.562339","Administrator","Lead Details","Report","","Link","Lead Details",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtfik5mtr""","2025-10-26 21:53:46.562339","Administrator","Sales Pipeline Analytics","Report","","Link","Sales Pipeline Analytics",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtv220hhs""","2025-10-26 21:53:46.562339","Administrator","Opportunity Summary by Sales Stage","Report","","Link","Opportunity Summary by Sales Stage",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtrsnj0tn""","2025-10-26 21:53:46.562339","Administrator","Sales Funnel","Page","","Link","sales-funnel",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtc82qbg5""","2025-10-26 21:53:46.562339","Administrator","Prospects Engaged But Not Converted","Report","","Link","Prospects Engaged But Not Converted",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtd04b9m2""","2025-10-26 21:53:46.562339","Administrator","First Response Time for Opportunity","Report","","Link","First Response Time for Opportunity",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtpnosqhc""","2025-10-26 21:53:46.562339","Administrator","Inactive Customers","Report","","Link","Inactive Customers",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njte8re25t""","2025-10-26 21:53:46.562339","Administrator","Campaign Efficiency","Report","","Link","Campaign Efficiency",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njt8ui6fo4""","2025-10-26 21:53:46.562339","Administrator","Lead Owner Efficiency","Report","","Link","Lead Owner Efficiency",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njt8b24rsc""","2025-10-26 21:53:46.562339","Administrator","Maintenance","DocType","getting-started","Section Break","",0,"","",1,1,1,0,"","",""
"","","","","","","","","","","""njt6pp6dj4""","2025-10-26 21:53:46.562339","Administrator","Maintenance Schedule","DocType","","Link","Maintenance Schedule",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtc2vdop7""","2025-10-26 21:53:46.562339","Administrator","Maintenance Visit","DocType","","Link","Maintenance Visit",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtvk4grul""","2025-10-26 21:53:46.562339","Administrator","Warranty Claim","DocType","","Link","Warranty Claim",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtt5qe3h3""","2025-10-26 21:53:46.562339","Administrator","Sales Pipeline","DocType","funnel","Section Break","",0,"","",1,1,1,0,"","",""
"","","","","","","","","","","""njtjmu8663""","2025-10-26 21:53:46.562339","Administrator","Lead","DocType","","Link","Lead",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njt0sb5jhp""","2025-10-26 21:53:46.562339","Administrator","Opportunity","DocType","","Link","Opportunity",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njti5oodet""","2025-10-26 21:53:46.562339","Administrator","Customer","DocType","","Link","Customer",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtnnft6s8""","2025-10-26 21:53:46.562339","Administrator","Contract","DocType","","Link","Contract",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtsec9rj7""","2025-10-26 21:53:46.562339","Administrator","Appointment","DocType","","Link","Appointment",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtm8efu76""","2025-10-26 21:53:46.562339","Administrator","Communication","DocType","","Link","Communication",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtrmtohqs""","2025-10-26 21:53:46.562339","Administrator","Campaign","DocType","sell","Section Break","",0,"","",1,1,1,0,"","",""
"","","","","","","","","","","""njtdo39ps1""","2025-10-26 21:53:46.562339","Administrator","Campaign","DocType","","Link","Campaign",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njt8nb15h5""","2025-10-26 21:53:46.562339","Administrator","Email Campaign","DocType","","Link","Email Campaign",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtagp4qmv""","2025-10-26 21:53:46.562339","Administrator","SMS Center","DocType","","Link","SMS Center",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtojfqg0o""","2025-10-26 21:53:46.562339","Administrator","SMS Log","DocType","","Link","SMS Log",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtuo08jro""","2025-10-26 21:53:46.562339","Administrator","Email Group","DocType","","Link","Email Group",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njthh12q14""","2025-10-26 21:53:46.562339","Administrator","Setup","DocType","database","Section Break","",0,"","",1,1,1,0,"","",""
"","","","","","","","","","","""njtkl15cd1""","2025-10-26 21:53:46.562339","Administrator","Territory","DocType","","Link","Territory",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njts0njct8""","2025-10-26 21:53:46.562339","Administrator","Customer Group","DocType","","Link","Customer Group",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtv4snp5o""","2025-10-26 21:53:46.562339","Administrator","Contact","DocType","","Link","Contact",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njt6qu4035""","2025-10-26 21:53:46.562339","Administrator","Prospect","DocType","","Link","Prospect",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njt39o9sku""","2025-10-26 21:53:46.562339","Administrator","Sales Person","DocType","","Link","Sales Person",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njt0fedbqm""","2025-10-26 21:53:46.562339","Administrator","Sales Stage","DocType","","Link","Sales Stage",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njt4m1ftfq""","2025-10-26 21:53:46.562339","Administrator","Lead Source","DocType","","Link","UTM Source",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtieckp89""","2025-10-26 21:53:46.562339","Administrator","Settings","DocType","settings","Section Break","",0,"","",1,1,1,0,"","",""
"","","","","","","","","","","""njt4n1a7b5""","2025-10-26 21:53:46.562339","Administrator","CRM Settings","DocType","","Link","CRM Settings",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njt3132ovj""","2025-10-26 21:53:46.562339","Administrator","SMS Settings","DocType","","Link","SMS Settings",1,"","",1,0,0,0,"","",""
"","""Data""","2025-10-31 13:00:40.587536","Administrator","Data","table","",1,"frappe","","""n83it67cqi""","2025-10-31 13:00:40.587536","Administrator","Data Import","DocType","import","Link","Data Import",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""n83k9bphin""","2025-10-31 13:00:40.587536","Administrator","Data Export","DocType","file-up","Link","Data Export",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""n83b3sef63""","2025-10-31 13:00:40.587536","Administrator","Bulk Update","DocType","square-pen","Link","Bulk Update",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""n8396cl7m1""","2025-10-31 13:00:40.587536","Administrator","Backups","Page","database-backup","Link","backups",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""n83otch5bl""","2025-10-31 13:00:40.587536","Administrator","Deleted Document","DocType","trash","Link","Deleted Document",0,"","",1,0,0,0,"","",""
"","""Email""","2025-10-26 21:53:46.567322","Administrator","Email","mail","",1,"frappe","","""n83tlq8og3""","2025-10-26 21:53:46.567322","Administrator","Email Account","DocType","mail","Link","Email Account",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""n83dbq7d0t""","2025-10-26 21:53:46.567322","Administrator","Communication","DocType","message-square-reply","Link","Communication",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""n83nfbdjv9""","2025-10-26 21:53:46.567322","Administrator","Email Domain","DocType","at-sign","Link","Email Domain",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""n8353o703p""","2025-10-26 21:53:46.567322","Administrator","Email Queue","DocType","list-end","Link","Email Queue",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""n83e9ul99l""","2025-10-26 21:53:46.567322","Administrator","Email Template","DocType","notepad-text","Link","Email Template",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""n839fcre5h""","2025-10-26 21:53:46.567322","Administrator","Unhandled Email","DocType","mail-x","Link","Unhandled Email",0,"","",1,0,0,0,"","",""
"","""ERPNext Settings""","2025-11-17 13:19:05.050624","Administrator","ERPNext Settings","setting","",1,"erpnext","","""njuh6bv3gn""","2025-11-17 13:19:05.050624","Administrator","Global Defaults","DocType","earth","Link","Global Defaults",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njusomvv38""","2025-11-17 13:19:05.050624","Administrator","System Settings","DocType","washing-machine","Link","System Settings",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""nju4njre2g""","2025-11-17 13:19:05.050624","Administrator","Accounts Settings","DocType","accounting","Link","Accounts Settings",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njuaa3spgl""","2025-11-17 13:19:05.050624","Administrator","POS Settings","DocType","computer","Link","POS Settings",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njub85e2d4""","2025-11-17 13:19:05.050624","Administrator","Selling Settings","DocType","sell","Link","Selling Settings",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njuqfbk7ji""","2025-11-17 13:19:05.050624","Administrator","Buying Settings","DocType","buying","Link","Buying Settings",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njum0v29e1""","2025-11-17 13:19:05.050624","Administrator","Stock Settings","DocType","stock","Link","Stock Settings",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njuitfo9qg""","2025-11-17 13:19:05.050624","Administrator","Manufacturing Settings","DocType","building-2","Link","Manufacturing Settings",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njusgn8qmo""","2025-11-17 13:19:05.050624","Administrator","Projects Settings","DocType","projects","Link","Projects Settings",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njua034s3n""","2025-11-17 13:19:05.050624","Administrator","CRM Settings","DocType","crm","Link","CRM Settings",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""nju9gacpvn""","2025-11-17 13:19:05.050624","Administrator","Support Settings","DocType","support","Link","Support Settings",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njuvo27ad5""","2025-11-17 13:19:05.050624","Administrator","Other Settings","DocType","getting-started","Section Break","",0,"","",1,1,1,0,"","",""
"","","","","","","","","","","""nju21j9oto""","2025-11-17 13:19:05.050624","Administrator","Subscription Settings","DocType","","Link","Subscription Settings",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njuu1b0lao""","2025-11-17 13:19:05.050624","Administrator","Item Variant Settings","DocType","","Link","Item Variant Settings",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""nju69b3vm1""","2025-11-17 13:19:05.050624","Administrator","Delivery Settings","DocType","","Link","Delivery Settings",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njud6401jv""","2025-11-17 13:19:05.050624","Administrator","Currency Exchange Settings","DocType","","Link","Currency Exchange Settings",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""nju40lim10""","2025-11-17 13:19:05.050624","Administrator","Appointment Booking Settings","DocType","","Link","Appointment Booking Settings",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njuklrhfgr""","2025-11-17 13:19:05.050624","Administrator","Stock Reposting Settings","DocType","","Link","Stock Reposting Settings",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njuq1ricua""","2025-11-17 13:19:05.050624","Administrator","Repost Accounting Ledger Settings","DocType","","Link","Repost Accounting Ledger Settings",1,"","",1,0,0,0,"","",""
"","""Financial Reports""","2025-10-26 21:53:46.576629","Administrator","Financial Reports","sheet","",1,"erpnext","","""njtio4vl48""","2025-10-26 21:53:46.576629","Administrator","Financial Reports","DocType","accounting","Section Break","",0,"","",1,1,0,0,"","",""
"","","","","","","","","","","""njt27i8n5v""","2025-10-26 21:53:46.576629","Administrator","Balance Sheet","Report","","Link","Balance Sheet",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtktiffae""","2025-10-26 21:53:46.576629","Administrator","Profit and Loss","Report","","Link","Profit and Loss Statement",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtfvdfe1c""","2025-10-26 21:53:46.576629","Administrator","Cash Flow","Report","","Link","Cash Flow",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtfo6jfee""","2025-10-26 21:53:46.576629","Administrator","Trial Balance","Report","","Link","Trial Balance",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtv4gb1u7""","2025-10-26 21:53:46.576629","Administrator","Consolidated Report","Report","","Link","Consolidated Financial Statement",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njt7846iqb""","2025-10-26 21:53:46.576629","Administrator","Custom Financial Statement","Report","","Link","Custom Financial Statement",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njthrtb3js""","2025-10-26 21:53:46.576629","Administrator","Financial Report Template","DocType","","Link","Financial Report Template",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtotpkk8a""","2025-10-26 21:53:46.576629","Administrator","Ledgers","DocType","book-text","Section Break","",0,"","",1,1,0,0,"","",""
"","","","","","","","","","","""njtngedimu""","2025-10-26 21:53:46.576629","Administrator","General Ledger","Report","","Link","General Ledger",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njt10r37jm""","2025-10-26 21:53:46.576629","Administrator","Customer Ledger","Report","","Link","Customer Ledger Summary",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njt7c2f8vv""","2025-10-26 21:53:46.576629","Administrator","Supplier Ledger","Report","","Link","Supplier Ledger Summary",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njt0ckout9""","2025-10-26 21:53:46.576629","Administrator","Registers","DocType","","Section Break","",0,"","",1,1,1,0,"","",""
"","","","","","","","","","","""njt5r2nb6i""","2025-10-26 21:53:46.576629","Administrator","Accounts Receivable","Report","","Link","Accounts Receivable",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtpe9vlk3""","2025-10-26 21:53:46.576629","Administrator","Accounts Payable","Report","","Link","Accounts Payable",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtvka3pv4""","2025-10-26 21:53:46.576629","Administrator","AR Summary","Report","","Link","Accounts Receivable Summary",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njttrh70r2""","2025-10-26 21:53:46.576629","Administrator","AP Summary","Report","","Link","Accounts Payable Summary",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtem4ec27""","2025-10-26 21:53:46.576629","Administrator","Sales Register","Report","","Link","Sales Register",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njto7bq5bi""","2025-10-26 21:53:46.576629","Administrator","Purchase Register","Report","","Link","Purchase Register",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtfmo57j1""","2025-10-26 21:53:46.576629","Administrator","Item-wise sales Register","Report","","Link","Item-wise Sales Register",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtnittmab""","2025-10-26 21:53:46.576629","Administrator","Item-wise Purchase Register","Report","","Link","Item-wise Purchase Register",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njt33nodvd""","2025-10-26 21:53:46.576629","Administrator","Profitability","DocType","dollar-sign","Section Break","",0,"","",1,1,1,0,"","",""
"","","","","","","","","","","""njtve4tgc1""","2025-10-26 21:53:46.576629","Administrator","Gross Profit","Report","","Link","Gross Profit",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtrp7ne5a""","2025-10-26 21:53:46.576629","Administrator","Profitability Analysis","Report","","Link","Profitability Analysis",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njticjb3n5""","2025-10-26 21:53:46.576629","Administrator","Sales Invoice Trends","Report","","Link","Sales Invoice Trends",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njto4rpdo4""","2025-10-26 21:53:46.576629","Administrator","Purchase Invoice Trends","Report","","Link","Purchase Invoice Trends",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njthjkid3k""","2025-10-26 21:53:46.576629","Administrator","Other Reports","DocType","scroll-text","Section Break","",0,"","",1,1,1,0,"","",""
"","","","","","","","","","","""njt1l5mmb6""","2025-10-26 21:53:46.576629","Administrator","Trial Balance for Party","Report","","Link","Trial Balance for Party",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njte0ef5uk""","2025-10-26 21:53:46.576629","Administrator","Payment Period Based On Invoice Date","Report","","Link","Payment Period Based On Invoice Date",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njt12vd9ar""","2025-10-26 21:53:46.576629","Administrator","Sales Partners Commission","Report","","Link","Sales Partners Commission",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtvaukjnb""","2025-10-26 21:53:46.576629","Administrator","Customer Credit Balance","Report","","Link","Customer Credit Balance",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtejsp306""","2025-10-26 21:53:46.576629","Administrator","Sales Payment Summary","Report","","Link","Sales Payment Summary",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtp20frpj""","2025-10-26 21:53:46.576629","Administrator","Address And Contacts","Report","","Link","Address And Contacts",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtl7613sr""","2025-10-26 21:53:46.576629","Administrator","UAE VAT 201","Report","","Link","UAE VAT 201",1,"","",1,0,0,0,"","",""
"","""Home""","2025-11-17 13:19:04.805396","Administrator","Home","home","",1,"erpnext","","""njtmjtqg1n""","2025-11-17 13:19:04.805396","Administrator","Item","DocType","","Link","Item",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njt15fs814""","2025-11-17 13:19:04.805396","Administrator","Home","Workspace","","Link","Home",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njti3l5o5n""","2025-11-17 13:19:04.805396","Administrator","Customer","DocType","","Link","Customer",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtef9gjuh""","2025-11-17 13:19:04.805396","Administrator","Supplier","DocType","","Link","Supplier",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtqe37d6l""","2025-11-17 13:19:04.805396","Administrator","Sales Invoice","DocType","","Link","Sales Invoice",0,"","",1,0,0,0,"","",""
"","""Integrations""","2025-11-13 22:52:32.146359","Administrator","Integrations","integration","",1,"frappe","","""n83is6e90v""","2025-11-13 22:52:32.146359","Administrator","Connected App","DocType","cable","Link","Connected App",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""n834icmd88""","2025-11-13 22:52:32.146359","Administrator","Push Notification","DocType","bell-dot","Link","Push Notification Settings",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""n83bl1hb7n""","2025-11-13 22:52:32.146359","Administrator","Webhook","DocType","webhook","Link","Webhook",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""n83rbk30av""","2025-11-13 22:52:32.146359","Administrator","Google","DocType","integration","Section Break","",0,"","",1,1,0,0,"","",""
"","","","","","","","","","","""n83pf3am2m""","2025-11-13 22:52:32.146359","Administrator","Google Contacts","DocType","","Link","Google Contacts",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""n83fp2k4tp""","2025-11-13 22:52:32.146359","Administrator","Google Calender","DocType","","Link","Google Calendar",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""n83vlh580n""","2025-11-13 22:52:32.146359","Administrator","Google Settings","DocType","","Link","Google Settings",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""n8389oat42""","2025-11-13 22:52:32.146359","Administrator","Authentication","DocType","user-lock","Section Break","",0,"","",1,1,0,0,"","",""
"","","","","","","","","","","""n83pf6r10s""","2025-11-13 22:52:32.146359","Administrator","Social Login Key","DocType","","Link","Social Login Key",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""n83r1fbkte""","2025-11-13 22:52:32.146359","Administrator","LDAP Settings","DocType","","Link","LDAP Settings",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""n83u1jag67""","2025-11-13 22:52:32.146359","Administrator","OAuth Client","DocType","","Link","OAuth Client",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""n83akhbt8t""","2025-11-13 22:52:32.146359","Administrator","OAuth Provider","DocType","","Link","OAuth Provider Settings",1,"","",1,0,0,0,"","",""
"","""Invoicing""","2025-10-26 21:53:46.303793","Administrator","Invoicing","accounting","",1,"erpnext","","""njtukocb0c""","2025-10-26 21:53:46.303793","Administrator","Home","Workspace","home","Link","Invoicing",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njthi1nqsa""","2025-10-26 21:53:46.303793","Administrator","Dashboard","Dashboard","chart","Link","Accounts",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njt4hfbea7""","2025-10-26 21:53:46.303793","Administrator","Chart of Accounts","DocType","list-tree","Link","Account",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njti9u794o""","2025-10-26 21:53:46.303793","Administrator","Receivables","DocType","arrow-left-to-line","Section Break","",0,"","",1,1,0,0,"","",""
"","","","","","","","","","","""njt4kh88s6""","2025-10-26 21:53:46.303793","Administrator","Customer","DocType","","Link","Customer",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtq4hv7i4""","2025-10-26 21:53:46.303793","Administrator","Sales Invoice","DocType","","Link","Sales Invoice",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njt1ovkggd""","2025-10-26 21:53:46.303793","Administrator","Credit Note","DocType","","Link","Sales Invoice",1,"","",1,0,0,0,"","[[""Sales Invoice"",""is_return"",""="",1]]",""
"","","","","","","","","","","""njtt6bsct3""","2025-10-26 21:53:46.303793","Administrator","Accounts Receivable","Report","","Link","Accounts Receivable",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njt7klq6mc""","2025-10-26 21:53:46.303793","Administrator","Payables","DocType","arrow-right-from-line","Section Break","",0,"","",1,1,0,0,"","",""
"","","","","","","","","","","""njtpik2cda""","2025-10-26 21:53:46.303793","Administrator","Supplier","DocType","","Link","Supplier",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtkm0jigm""","2025-10-26 21:53:46.303793","Administrator","Purchase Invoice","DocType","","Link","Purchase Invoice",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtml6h7q1""","2025-10-26 21:53:46.303793","Administrator","Debit Note","DocType","","Link","Purchase Invoice",1,"","",1,0,0,0,"","[[""Purchase Invoice"",""is_return"",""="",1]]",""
"","","","","","","","","","","""njtu72nlmr""","2025-10-26 21:53:46.303793","Administrator","Accounts Payable","Report","","Link","Accounts Payable",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njt0pcrheu""","2025-10-26 21:53:46.303793","Administrator","Payments","DocType","money-coins-1","Section Break","",0,"","",1,1,0,0,"","",""
"","","","","","","","","","","""njtftn8o98""","2025-10-26 21:53:46.303793","Administrator","Payment Entry","DocType","","Link","Payment Entry",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njt8q272rq""","2025-10-26 21:53:46.303793","Administrator","Journal Entry","DocType","","Link","Journal Entry",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtfiv61e5""","2025-10-26 21:53:46.303793","Administrator","Payment Request","DocType","","Link","Payment Request",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtsa59fll""","2025-10-26 21:53:46.303793","Administrator","Payment Order","DocType","","Link","Payment Order",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtts535rt""","2025-10-26 21:53:46.303793","Administrator","Payment Reconciliation","DocType","","Link","Payment Reconciliation",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtv1oln76""","2025-10-26 21:53:46.303793","Administrator","Unreconcile Payment","DocType","","Link","Unreconcile Payment",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtg0vqtmq""","2025-10-26 21:53:46.303793","Administrator","Process Payment Reconciliation","DocType","","Link","Process Payment Reconciliation",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtem8nt5q""","2025-10-26 21:53:46.303793","Administrator","Repost Accounting Ledger","DocType","","Link","Repost Accounting Ledger",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njt5ojmjvl""","2025-10-26 21:53:46.303793","Administrator","Repost Payment Ledger","DocType","","Link","Repost Payment Ledger",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtq19q3ni""","2025-10-26 21:53:46.303793","Administrator","Reports","DocType","sheet","Section Break","",0,"","",1,1,0,0,"","",""
"","","","","","","","","","","""njtafuaqqh""","2025-10-26 21:53:46.303793","Administrator","General Ledger","Report","","Link","General Ledger",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtr0e54k2""","2025-10-26 21:53:46.303793","Administrator","Trial Balance","Report","","Link","Trial Balance",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njt684q497""","2025-10-26 21:53:46.303793","Administrator","Financial Reports","Workspace","","Link","Financial Reports",1,"","",1,0,0,0,"","",""
