parent,parenttype,parentfield,idx,fieldname,label,fieldtype,options,reqd,unique,read_only,hidden,in_list_view,in_filter,in_global_search,in_standard_filter,permlevel,depends_on,mandatory_depends_on,read_only_depends_on,default,description,collapsible,length,precision,modified
Permission Inspector,DocType,fields,5,user,User,Link,User,1,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:07:46.625865
Permission Inspector,DocType,fields,6,column_break_nvaa,,Column Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:07:46.625865
Permission Inspector,DocType,fields,7,permission_type,Permission Type,Select,"read
write
create
delete
submit
cancel
select
amend
print
email
report
import
export
share",0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:07:46.625865
Permission Inspector,DocType,fields,8,section_break_hkjp,,Section Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:07:46.625865
Permission Inspector,DocType,fields,9,output,Output,Code,,0,0,1,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:07:46.625865
Permission Log,DocType,fields,1,changed_by,Changed by,Link,User,0,0,1,0,1,0,0,0,0,,,,,,0,0,,2026-02-13 14:07:46.798263
Permission Log,DocType,fields,2,column_break_gvuy,,Column Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:07:46.798263
Permission Log,DocType,fields,3,changed_at,Changed at,Datetime,,0,0,1,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:07:46.798263
Permission Log,DocType,fields,4,status,Status,Select,"Updated
Removed
Added",0,0,0,1,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:07:46.798263
Permission Log,DocType,fields,5,section_break_ttv7,,Section Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:07:46.798263
Permission Log,DocType,fields,6,for_doctype,For DocType,Link,DocType,1,0,1,0,1,0,0,1,0,,,,,,0,0,,2026-02-13 14:07:46.798263
Permission Log,DocType,fields,7,column_break_acow,,Column Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:07:46.798263
Permission Log,DocType,fields,8,for_document,For Document,Dynamic Link,for_doctype,1,0,1,0,1,0,0,1,0,,,,,,0,0,,2026-02-13 14:07:46.798263
Permission Log,DocType,fields,9,section_break_6gd5,More Info,Section Break,,0,0,0,0,0,0,0,0,0,,,,,,1,0,,2026-02-13 14:07:46.798263
Permission Log,DocType,fields,10,reference_type,Reference Type,Link,DocType,0,0,1,0,1,0,0,1,0,,,,,,0,0,,2026-02-13 14:07:46.798263
Permission Log,DocType,fields,11,column_break_8nk0,,Column Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:07:46.798263
Permission Log,DocType,fields,12,reference,Reference,Dynamic Link,reference_type,0,0,1,0,1,0,0,1,0,,,,,,0,0,,2026-02-13 14:07:46.798263
Permission Log,DocType,fields,13,section_break_mt9x,,Section Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:07:46.798263
Permission Log,DocType,fields,14,changes,,Text,,0,0,0,1,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:07:46.798263
Permission Log,DocType,fields,15,changed_values,Changes,HTML,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:07:46.798263
Permission Type,DocType,fields,1,perm_type,Permission Type,Data,,1,0,0,0,1,0,0,0,0,,,,,,0,0,,2026-02-13 14:07:44.384642
Permission Type,DocType,fields,2,doc_type,Applies To (DocType),Link,DocType,1,0,0,0,1,0,0,0,0,,,,,,0,0,,2026-02-13 14:07:44.384642
Personal Data Deletion Request,DocType,fields,1,email,Email,Data,Email,1,0,0,0,1,0,0,1,0,,,,,,0,0,,2026-02-13 14:07:51.606587
Personal Data Deletion Request,DocType,fields,2,status,Status,Select,"Pending Verification
Pending Approval
On Hold
Deleted",0,0,1,0,1,0,0,1,0,,,,Pending Verification,,0,0,,2026-02-13 14:07:51.606587
Personal Data Deletion Request,DocType,fields,3,anonymization_matrix,Anonymization Matrix,Code,JSON,0,0,1,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:07:51.606587
Personal Data Deletion Request,DocType,fields,4,deletion_steps,Deletion Steps,Table,Personal Data Deletion Step,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:07:51.606587
Personal Data Deletion Step,DocType,fields,1,document_type,Document Type,Data,,1,0,1,0,1,0,0,0,0,,,,,,0,0,,2026-02-13 14:07:51.497467
Personal Data Deletion Step,DocType,fields,2,status,Status,Select,"Pending
Deleted",0,0,1,0,1,0,0,0,0,,,,,,0,0,,2026-02-13 14:07:51.497467
Personal Data Deletion Step,DocType,fields,3,partial,Partial,Check,,0,0,1,0,0,0,0,0,0,,,,0,,0,0,,2026-02-13 14:07:51.497467
Personal Data Deletion Step,DocType,fields,4,fields,Fields,Small Text,,0,0,1,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:07:51.497467
Personal Data Deletion Step,DocType,fields,5,filtered_by,Filtered By,Data,,0,0,1,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:07:51.497467
Personal Data Download Request,DocType,fields,1,user,User,Link,User,1,0,1,0,1,0,0,0,0,,,,,,0,0,,2026-02-13 14:07:50.887483
Personal Data Download Request,DocType,fields,2,user_name,User Name,Data,,0,0,1,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:07:50.887483
Personal Data Download Request,DocType,fields,3,amended_from,Amended From,Link,Personal Data Download Request,0,0,1,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:07:50.887483
Pick List,DocType,fields,1,naming_series,Series,Select,STO-PICK-.YYYY.-,1,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:30.038540
Pick List,DocType,fields,2,company,Company,Link,Company,1,0,0,0,1,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:30.038540
Pick List,DocType,fields,3,purpose,Purpose,Select,"Material Transfer for Manufacture
Material Transfer
Delivery",0,0,0,0,0,0,0,0,0,,,,Material Transfer for Manufacture,,0,0,,2026-02-13 14:08:30.038540
Pick List,DocType,fields,4,customer,Customer,Link,Customer,0,0,0,0,1,0,0,0,0,eval:doc.purpose==='Delivery',,,,,0,0,,2026-02-13 14:08:30.038540
Pick List,DocType,fields,5,customer_name,Customer Name,Data,,0,0,1,0,0,0,0,0,0,eval:doc.purpose==='Delivery' && doc.customer,,,,,0,0,,2026-02-13 14:08:30.038540
Pick List,DocType,fields,6,work_order,Work Order,Link,Work Order,0,0,0,0,0,0,0,0,0,eval:doc.purpose==='Material Transfer for Manufacture',,,,,0,0,,2026-02-13 14:08:30.038540
Pick List,DocType,fields,7,material_request,Material Request,Link,Material Request,0,0,0,0,0,0,0,0,0,"eval:['Material Transfer', 'Material Issue'].includes(doc.purpose)",,,,,0,0,,2026-02-13 14:08:30.038540
Pick List,DocType,fields,8,for_qty,Qty of Finished Goods Item,Float,,0,0,1,0,0,0,0,0,0,eval:doc.purpose==='Material Transfer for Manufacture',,,,Qty of raw materials will be decided based on the qty of the Finished Goods Item,0,0,,2026-02-13 14:08:30.038540
Pick List,DocType,fields,9,column_break_4,,Column Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:30.038540
Pick List,DocType,fields,10,parent_warehouse,Warehouse,Link,Warehouse,0,0,0,0,0,0,0,0,0,,,,,Items under this warehouse will be suggested,0,0,,2026-02-13 14:08:30.038540
Pick List,DocType,fields,11,consider_rejected_warehouses,Consider Rejected Warehouses,Check,,0,0,0,0,0,0,0,0,0,,,,0,Enable it if users want to consider rejected materials to dispatch.,0,0,,2026-02-13 14:08:30.038540
Pick List,DocType,fields,12,get_item_locations,Get Item Locations,Button,,0,0,0,0,0,0,0,0,0,eval:doc.docstatus===0,,,,,0,0,,2026-02-13 14:08:30.038540
Pick List,DocType,fields,13,pick_manually,Pick Manually,Check,,0,0,0,0,0,0,0,0,0,,,,0,If enabled then system won't override the picked qty / batches / serial numbers / warehouse.,0,0,,2026-02-13 14:08:30.038540
Pick List,DocType,fields,14,ignore_pricing_rule,Ignore Pricing Rule,Check,,0,0,0,0,0,0,0,0,0,,,,0,If enabled then system won't apply the pricing rule on the delivery note which will be create from the pick list,0,0,,2026-02-13 14:08:30.038540
Pick List,DocType,fields,15,section_break_6,,Section Break,,0,0,0,0,0,0,0,0,0,eval:!doc.docstatus,,,,,0,0,,2026-02-13 14:08:30.038540
Pick List,DocType,fields,16,scan_barcode,Scan Barcode,Data,Barcode,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:30.038540
Pick List,DocType,fields,17,column_break_13,,Column Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:30.038540
Pick List,DocType,fields,18,scan_mode,Scan Mode,Check,,0,0,0,0,0,0,0,0,0,,,,0,"If checked, picked qty won't automatically be fulfilled on submit of pick list.",0,0,,2026-02-13 14:08:30.038540
Pick List,DocType,fields,19,prompt_qty,Prompt Qty,Check,,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,2026-02-13 14:08:30.038540
Pick List,DocType,fields,20,section_break_15,,Section Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:30.038540
Pick List,DocType,fields,21,locations,Item Locations,Table,Pick List Item,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:30.038540
Pick List,DocType,fields,22,amended_from,Amended From,Link,Pick List,0,0,1,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:30.038540
Pick List,DocType,fields,23,print_settings_section,Print Settings,Section Break,,0,0,0,0,0,0,0,0,0,,,,,,1,0,,2026-02-13 14:08:30.038540
Pick List,DocType,fields,24,group_same_items,Group Same Items,Check,,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,2026-02-13 14:08:30.038540
Pick List,DocType,fields,25,status_section,Status,Section Break,,0,0,0,0,0,0,0,0,0,,,,,,1,0,,2026-02-13 14:08:30.038540
Pick List,DocType,fields,26,status,Status,Select,"Draft
Open
Partly Delivered
Completed
Cancelled",1,0,1,1,0,0,0,1,0,,,,Draft,,0,0,,2026-02-13 14:08:30.038540
Pick List,DocType,fields,27,column_break_qyam,,Column Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:30.038540
Pick List,DocType,fields,28,delivery_status,Delivery Status,Select,"Not Delivered
Fully Delivered
Partly Delivered",0,0,0,1,0,0,0,1,0,,,,,,0,0,,2026-02-13 14:08:30.038540
Pick List,DocType,fields,29,per_delivered,% Delivered,Percent,,0,0,1,0,0,0,0,0,0,"eval:!doc.__islocal && doc.purpose === ""Delivery""",,,,% of materials delivered against this Pick List,0,0,,2026-02-13 14:08:30.038540
Pick List Item,DocType,fields,1,item_code,Item,Link,Item,1,0,0,0,1,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:29.141954
Pick List Item,DocType,fields,2,item_name,Item Name,Data,,0,0,1,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:29.141954
Pick List Item,DocType,fields,3,column_break_2,,Column Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:29.141954
Pick List Item,DocType,fields,4,description,Description,Text,,0,0,1,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:29.141954
Pick List Item,DocType,fields,5,item_group,Item Group,Data,,0,0,1,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:29.141954
Pick List Item,DocType,fields,6,section_break_5,,Section Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:29.141954
Pick List Item,DocType,fields,7,warehouse,Warehouse,Link,Warehouse,0,0,1,0,1,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:29.141954
Pick List Item,DocType,fields,8,quantity_section,Quantity,Section Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:29.141954
Pick List Item,DocType,fields,9,qty,Qty,Float,,1,0,0,0,1,0,0,0,0,,,,1,,0,0,,2026-02-13 14:08:29.141954
Pick List Item,DocType,fields,10,stock_qty,Qty (in Stock UOM),Float,,0,0,1,0,1,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:29.141954
Pick List Item,DocType,fields,11,picked_qty,Picked Qty (in Stock UOM),Float,,0,0,0,0,1,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:29.141954
Pick List Item,DocType,fields,12,stock_reserved_qty,Stock Reserved Qty (in Stock UOM),Float,,0,0,1,0,0,0,0,0,0,,,,0,,0,0,,2026-02-13 14:08:29.141954
Pick List Item,DocType,fields,13,column_break_11,,Column Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:29.141954
Pick List Item,DocType,fields,14,uom,UOM,Link,UOM,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:29.141954
Pick List Item,DocType,fields,15,conversion_factor,UOM Conversion Factor,Float,,0,0,1,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:29.141954
Pick List Item,DocType,fields,16,stock_uom,Stock UOM,Link,UOM,0,0,1,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:29.141954
Pick List Item,DocType,fields,17,delivered_qty,Delivered Qty (in Stock UOM),Float,,0,0,1,0,0,0,0,0,0,,,,0,,0,0,,2026-02-13 14:08:29.141954
Pick List Item,DocType,fields,18,available_quantity_section,Available Qty,Section Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:29.141954
Pick List Item,DocType,fields,19,actual_qty,Qty (Warehouse),Float,,0,0,1,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:29.141954
Pick List Item,DocType,fields,20,column_break_kyek,,Column Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:29.141954
Pick List Item,DocType,fields,21,company_total_stock,Qty (Company),Float,,0,0,1,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:29.141954
Pick List Item,DocType,fields,22,serial_no_and_batch_section,Serial No and Batch,Section Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:29.141954
Pick List Item,DocType,fields,23,pick_serial_and_batch,Pick Serial / Batch No,Button,,0,0,0,0,0,0,0,0,0,eval:doc.use_serial_batch_fields === 0 || doc.docstatus === 1,,,,,0,0,,2026-02-13 14:08:29.141954
Pick List Item,DocType,fields,24,serial_and_batch_bundle,Serial and Batch Bundle,Link,Serial and Batch Bundle,0,0,0,0,0,0,0,0,0,eval:doc.use_serial_batch_fields === 0 || doc.docstatus === 1,,,,,0,0,,2026-02-13 14:08:29.141954
Pick List Item,DocType,fields,25,use_serial_batch_fields,Use Serial No / Batch Fields,Check,,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,2026-02-13 14:08:29.141954
Pick List Item,DocType,fields,26,column_break_20,,Column Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:29.141954
Pick List Item,DocType,fields,27,section_break_ecxc,,Section Break,,0,0,0,0,0,0,0,0,0,eval:doc.use_serial_batch_fields === 1,,,,,0,0,,2026-02-13 14:08:29.141954
Pick List Item,DocType,fields,28,serial_no,Serial No,Small Text,,0,0,0,0,0,0,0,0,0,eval:doc.use_serial_batch_fields === 1,,,,,0,0,,2026-02-13 14:08:29.141954
Pick List Item,DocType,fields,29,column_break_belw,,Column Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:29.141954
Pick List Item,DocType,fields,30,batch_no,Batch No,Link,Batch,0,0,0,0,0,0,0,0,0,eval:doc.use_serial_batch_fields === 1,,,,,0,0,,2026-02-13 14:08:29.141954
Pick List Item,DocType,fields,31,column_break_15,Reference,Section Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:29.141954
Pick List Item,DocType,fields,32,sales_order,Sales Order,Link,Sales Order,0,0,1,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:29.141954
Pick List Item,DocType,fields,33,sales_order_item,Sales Order Item,Data,,0,0,1,1,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:29.141954
Pick List Item,DocType,fields,34,product_bundle_item,Product Bundle Item,Data,,0,0,1,1,0,0,0,0,0,,,,,product bundle item row's name in sales order. Also indicates that picked item is to be used for a product bundle,0,0,,2026-02-13 14:08:29.141954
Pick List Item,DocType,fields,35,material_request,Material Request,Link,Material Request,0,0,1,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:29.141954
Pick List Item,DocType,fields,36,material_request_item,Material Request Item,Data,,0,0,1,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:29.141954
Plaid Settings,DocType,fields,1,enabled,Enabled,Check,,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,2026-02-13 14:08:34.053704
Plaid Settings,DocType,fields,2,column_break_2,,Column Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:34.053704
Plaid Settings,DocType,fields,3,automatic_sync,Synchronize all accounts every hour,Check,,0,0,0,0,0,0,0,0,0,enabled,,,0,,0,0,,2026-02-13 14:08:34.053704
Plaid Settings,DocType,fields,4,section_break_4,,Section Break,,0,0,0,0,0,0,0,0,0,enabled,,,,,0,0,,2026-02-13 14:08:34.053704
Plaid Settings,DocType,fields,5,plaid_client_id,Plaid Client ID,Data,,0,0,0,0,1,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:34.053704
Plaid Settings,DocType,fields,6,plaid_secret,Plaid Secret,Password,,0,0,0,0,1,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:34.053704
Plaid Settings,DocType,fields,7,column_break_7,,Column Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:34.053704
Plaid Settings,DocType,fields,8,plaid_env,Plaid Environment,Select,"sandbox
development
production",0,0,0,0,1,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:34.053704
Plaid Settings,DocType,fields,9,enable_european_access,Enable European Access,Check,,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,2026-02-13 14:08:34.053704
Plant Floor,DocType,fields,1,workstations_tab,Workstations,Tab Break,,0,0,0,0,0,0,0,0,0,eval:!doc.__islocal,,,,,0,0,,2026-02-13 14:08:23.637935
Plant Floor,DocType,fields,2,plant_dashboard,Plant Dashboard,HTML,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:23.637935
Plant Floor,DocType,fields,3,stock_summary_tab,Stock Summary,Tab Break,,0,0,0,0,0,0,0,0,0,eval:!doc.__islocal && doc.warehouse,,,,,0,0,,2026-02-13 14:08:23.637935
Plant Floor,DocType,fields,4,stock_summary,Stock Summary,HTML,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:23.637935
Plant Floor,DocType,fields,5,details_tab,Floor,Tab Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:23.637935
Plant Floor,DocType,fields,6,column_break_mvbx,,Column Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:23.637935
Plant Floor,DocType,fields,7,floor_name,Floor Name,Data,,0,1,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:23.637935
Plant Floor,DocType,fields,8,company,Company,Link,Company,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:23.637935
Plant Floor,DocType,fields,9,warehouse,Warehouse,Link,Warehouse,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:23.637935
Portal Menu Item,DocType,fields,1,title,Title,Data,,1,0,0,0,1,0,0,0,0,,,,,,0,0,,2026-02-13 14:07:44.756013
Portal Menu Item,DocType,fields,2,enabled,Enabled,Check,,0,0,0,0,1,0,0,0,0,,,,0,,0,0,,2026-02-13 14:07:44.756013
Portal Menu Item,DocType,fields,3,route,Route,Data,,1,0,0,0,1,0,0,0,0,,,,,,0,0,,2026-02-13 14:07:44.756013
Portal Menu Item,DocType,fields,4,reference_doctype,Reference Document Type,Link,DocType,0,0,0,0,1,0,0,0,0,,,,,,0,0,,2026-02-13 14:07:44.756013
Portal Menu Item,DocType,fields,5,role,Role,Link,Role,0,0,0,0,1,0,0,0,0,,,,,,0,0,,2026-02-13 14:07:44.756013
Portal Menu Item,DocType,fields,6,target,Target,Data,,0,0,1,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:07:44.756013
Portal Settings,DocType,fields,1,default_role,Default Role at Time of Signup,Link,Role,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:07:50.953683
Portal Settings,DocType,fields,2,default_portal_home,Default Portal Home,Data,,0,0,0,0,0,0,0,0,0,,,,,"Example: ""/desk""",0,0,,2026-02-13 14:07:50.953683
Portal Settings,DocType,fields,3,standard_menu_items,Standard Sidebar Menu,Section Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:07:50.953683
Portal Settings,DocType,fields,4,hide_standard_menu,Hide Standard Menu,Check,,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,2026-02-13 14:07:50.953683
Portal Settings,DocType,fields,5,menu,Portal Menu,Table,Portal Menu Item,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:07:50.953683
Portal Settings,DocType,fields,6,custom_sidebar_menu,Custom Sidebar Menu,Section Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:07:50.953683
Portal Settings,DocType,fields,7,custom_menu,Custom Menu Items,Table,Portal Menu Item,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:07:50.953683
Portal User,DocType,fields,1,user,User,Link,User,1,0,0,0,1,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:31.466204
POS Closing Entry,DocType,fields,1,period_details_section,Period Details,Section Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:06.845986
POS Closing Entry,DocType,fields,2,period_start_date,Period Start Date,Datetime,,1,0,1,0,1,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:06.845986
POS Closing Entry,DocType,fields,3,period_end_date,Period End Date,Datetime,,1,0,0,0,1,0,0,0,0,,,,Today,,0,0,,2026-02-13 14:08:06.845986
POS Closing Entry,DocType,fields,4,column_break_3,,Column Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:06.845986
POS Closing Entry,DocType,fields,5,posting_date,Posting Date,Date,,1,0,0,0,1,0,0,0,0,,,,Today,,0,0,,2026-02-13 14:08:06.845986
POS Closing Entry,DocType,fields,6,posting_time,Posting Time,Time,,1,0,0,0,0,0,0,0,0,,,,Now,,0,0,,2026-02-13 14:08:06.845986
POS Closing Entry,DocType,fields,7,pos_opening_entry,POS Opening Entry,Link,POS Opening Entry,1,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:06.845986
POS Closing Entry,DocType,fields,8,status,Status,Select,"Draft
Submitted
Queued
Failed
Cancelled",0,0,1,1,0,0,0,0,0,,,,Draft,,0,0,,2026-02-13 14:08:06.845986
POS Closing Entry,DocType,fields,9,section_break_5,User Details,Section Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:06.845986
POS Closing Entry,DocType,fields,10,company,Company,Link,Company,1,0,1,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:06.845986
POS Closing Entry,DocType,fields,11,column_break_7,,Column Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:06.845986
POS Closing Entry,DocType,fields,12,pos_profile,POS Profile,Link,POS Profile,1,0,1,0,1,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:06.845986
POS Closing Entry,DocType,fields,13,user,Cashier,Link,User,1,0,1,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:06.845986
POS Closing Entry,DocType,fields,14,section_break_12,Linked Invoices,Section Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:06.845986
POS Closing Entry,DocType,fields,15,pos_invoices,POS Transactions,Table,POS Invoice Reference,0,0,1,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:06.845986
POS Closing Entry,DocType,fields,16,sales_invoices,Sales Invoice Transactions,Table,Sales Invoice Reference,0,0,1,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:06.845986
POS Closing Entry,DocType,fields,17,taxes_and_charges_section,Taxes and Charges,Section Break,,0,0,0,0,0,0,0,0,0,,,,,,1,0,,2026-02-13 14:08:06.845986
POS Closing Entry,DocType,fields,18,taxes,Taxes,Table,POS Closing Entry Taxes,0,0,1,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:06.845986
POS Closing Entry,DocType,fields,19,section_break_13,Totals,Section Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:06.845986
POS Closing Entry,DocType,fields,20,column_break_16,,Column Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:06.845986
POS Closing Entry,DocType,fields,21,total_quantity,Total Quantity,Float,,0,0,1,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:06.845986
POS Closing Entry,DocType,fields,22,column_break_ywgl,,Column Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:06.845986
POS Closing Entry,DocType,fields,23,net_total,Net Total,Currency,,0,0,1,0,0,0,0,0,0,,,,0,,0,0,,2026-02-13 14:08:06.845986
POS Closing Entry,DocType,fields,24,total_taxes_and_charges,Total Taxes and Charges,Currency,,0,0,1,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:06.845986
POS Closing Entry,DocType,fields,25,grand_total,Grand Total,Currency,,0,0,1,0,0,0,0,0,0,,,,0,,0,0,,2026-02-13 14:08:06.845986
POS Closing Entry,DocType,fields,26,section_break_11,Modes of Payment,Section Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:06.845986
POS Closing Entry,DocType,fields,27,payment_reconciliation,Payment Reconciliation,Table,POS Closing Entry Detail,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:06.845986
POS Closing Entry,DocType,fields,28,failure_description_section,Failure Description,Section Break,,0,0,0,0,0,0,0,0,0,error_message,,,,,1,0,,2026-02-13 14:08:06.845986
POS Closing Entry,DocType,fields,29,error_message,Error,Small Text,,0,0,1,0,0,0,0,0,0,error_message,,,,,0,0,,2026-02-13 14:08:06.845986
POS Closing Entry,DocType,fields,30,section_break_14,,Section Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:06.845986
POS Closing Entry,DocType,fields,31,amended_from,Amended From,Link,POS Closing Entry,0,0,1,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:06.845986
POS Closing Entry Detail,DocType,fields,1,mode_of_payment,Mode of Payment,Link,Mode of Payment,1,0,0,0,1,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:05.620928
POS Closing Entry Detail,DocType,fields,2,opening_amount,Opening Amount,Currency,company:company_currency,1,0,1,0,1,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:05.620928
POS Closing Entry Detail,DocType,fields,3,expected_amount,Expected Amount,Currency,company:company_currency,0,0,1,0,1,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:05.620928
POS Closing Entry Detail,DocType,fields,4,closing_amount,Closing Amount,Currency,company:company_currency,1,0,0,0,1,0,0,0,0,,,,0,,0,0,,2026-02-13 14:08:05.620928
POS Closing Entry Detail,DocType,fields,5,difference,Difference,Currency,company:company_currency,0,0,1,0,1,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:05.620928
