parent,parenttype,parentfield,idx,fieldname,label,fieldtype,options,reqd,unique,read_only,hidden,in_list_view,in_filter,in_global_search,in_standard_filter,permlevel,depends_on,mandatory_depends_on,read_only_depends_on,default,description,collapsible,length,precision,modified
Appointment Booking Slots,DocType,fields,1,day_of_week,Day Of Week,Select,"Sunday
Monday
Tuesday
Wednesday
Thursday
Friday
Saturday",1,0,0,0,1,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:14.064581
Appointment Booking Slots,DocType,fields,2,from_time,From Time ,Time,,1,0,0,0,1,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:14.064581
Appointment Booking Slots,DocType,fields,3,to_time,To Time,Time,,1,0,0,0,1,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:14.064581
Asset,DocType,fields,1,naming_series,Series,Select,ACC-ASS-.YYYY.-,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,2,item_code,Item Code,Link,Item,1,0,0,0,0,0,0,1,0,,,,,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,3,item_name,Item Name,Read Only,,0,0,0,0,0,0,0,0,0,item_code,,,,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,4,asset_name,Asset Name,Data,,1,0,0,0,1,0,0,0,0,item_code,,,,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,5,asset_category,Asset Category,Link,Asset Category,0,0,1,0,1,0,1,1,0,item_code,,,,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,6,location,Location,Link,Location,1,0,0,0,1,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,7,image,Image,Attach Image,,0,0,0,1,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,8,column_break_3,,Column Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,9,status,Status,Select,"Draft
Submitted
Cancelled
Partially Depreciated
Fully Depreciated
Sold
Scrapped
In Maintenance
Out of Order
Issue
Receipt
Capitalized
Work In Progress",0,0,1,0,1,0,0,1,0,,,,Draft,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,10,company,Company,Link,Company,1,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,11,asset_owner,Asset Owner,Select,"
Company
Supplier
Customer",0,0,0,0,0,0,0,0,0,,,,Company,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,12,asset_owner_company,Asset Owner Company,Link,Company,0,0,0,0,0,0,0,0,0,"eval:doc.asset_owner == ""Company""",,,,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,13,is_existing_asset,Is Existing Asset,Check,,0,0,0,0,0,0,0,0,0,eval:(!doc.is_composite_asset && !doc.is_composite_component),,,0,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,14,is_composite_asset,Is Composite Asset,Check,,0,0,0,0,0,0,0,0,0,eval:(!doc.is_existing_asset && !doc.is_composite_component),,,0,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,15,is_composite_component,Is Composite Component,Check,,0,0,0,0,0,0,0,0,0,eval:(!doc.is_existing_asset && !doc.is_composite_asset),,,0,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,16,purchase_details_section,Purchase Details,Section Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,17,purchase_receipt,Purchase Receipt,Link,Purchase Receipt,0,0,0,0,0,0,0,0,0,eval:!doc.is_composite_asset && !doc.is_existing_asset,,,,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,18,purchase_receipt_item,Purchase Receipt Item,Data,,0,0,0,1,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,19,purchase_invoice,Purchase Invoice,Link,Purchase Invoice,0,0,0,0,0,0,0,0,0,eval:!doc.is_composite_asset && !doc.is_existing_asset,,,,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,20,purchase_invoice_item,Purchase Invoice Item,Data,,0,0,0,1,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,21,purchase_date,Purchase Date,Date,,1,0,0,0,0,0,0,0,0,,,eval:!doc.is_existing_asset && !doc.is_composite_asset,,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,22,available_for_use_date,Available-for-use Date,Date,,0,0,0,0,0,0,0,0,0,,eval:(!(doc.is_composite_component || doc.is_composite_asset) || doc.docstatus==1),,,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,23,column_break_23,,Column Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,24,net_purchase_amount,Net Purchase Amount,Currency,Company:company:default_currency,0,0,0,0,0,0,0,0,0,,eval:(!doc.is_composite_asset || doc.docstatus==1),eval: doc.is_composite_asset,,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,25,purchase_amount,Purchase Amount,Currency,,0,0,1,1,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,26,asset_quantity,Asset Quantity,Int,,0,0,0,0,0,0,0,0,0,,,,1,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,27,additional_asset_cost,Additional Asset Cost,Currency,Company:company:default_currency,0,0,1,0,0,0,0,0,0,eval:doc.docstatus > 0,,,0,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,28,total_asset_cost,Total Asset Cost,Currency,Company:company:default_currency,0,0,1,0,0,0,0,0,0,eval:doc.docstatus > 0,,,,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,29,disposal_date,Disposal Date,Date,,0,0,1,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,30,depreciation_tab,Depreciation,Tab Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,31,calculate_depreciation,Calculate Depreciation,Check,,0,0,0,0,0,0,0,0,0,,,eval:(doc.is_composite_asset && !doc.net_purchase_amount) || doc.is_composite_component,0,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,32,column_break_33,,Column Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,33,opening_accumulated_depreciation,Opening Accumulated Depreciation,Currency,Company:company:default_currency,0,0,0,0,0,0,0,0,0,eval:(doc.is_existing_asset),,,,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,34,opening_number_of_booked_depreciations,Opening Number of Booked Depreciations,Int,,0,0,0,0,0,0,0,0,0,eval:(doc.is_existing_asset),,,,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,35,is_fully_depreciated,Is Fully Depreciated,Check,,0,0,0,0,0,0,0,0,0,eval:(doc.is_existing_asset),,,0,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,36,section_break_36,Finance Books,Section Break,,0,0,0,0,0,0,0,0,0,calculate_depreciation,,,,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,37,finance_books,,Table,Asset Finance Book,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,38,section_break_33,,Section Break,,0,0,0,1,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,39,depreciation_method,Depreciation Method,Select,"
Straight Line
Double Declining Balance
Manual",0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,40,value_after_depreciation,Value After Depreciation,Currency,Company:company:default_currency,0,0,1,1,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,41,total_number_of_depreciations,Total Number of Depreciations,Int,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,42,column_break_24,,Column Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,43,frequency_of_depreciation,Frequency of Depreciation (Months),Int,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,44,next_depreciation_date,Next Depreciation Date,Date,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,45,depreciation_schedule_sb,Depreciation Schedule,Section Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,46,depreciation_schedule_view,Depreciation Schedule View,HTML,,0,0,0,1,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,47,insurance_details_tab,Insurance,Tab Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,48,policy_number,Policy number,Data,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,49,insurer,Insurer,Data,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,50,insured_value,Insured value,Data,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,51,column_break_48,,Column Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,52,insurance_start_date,Insurance Start Date,Date,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,53,insurance_end_date,Insurance End Date,Date,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,54,comprehensive_insurance,Comprehensive Insurance,Data,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,55,other_info_tab,Other Info,Tab Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,56,accounting_dimensions_section,Accounting Dimensions,Section Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,57,cost_center,Cost Center,Link,Cost Center,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,58,section_break_jtou,Additional Info,Section Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,59,custodian,Custodian,Link,Employee,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,60,default_finance_book,Default Finance Book,Link,Finance Book,0,0,1,1,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,61,depr_entry_posting_status,Depreciation Entry Posting Status,Select,"
Successful
Failed",0,0,1,1,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,62,booked_fixed_asset,Booked Fixed Asset,Check,,0,0,1,1,0,0,0,0,0,,,,0,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,63,customer,Customer,Link,Customer,0,0,0,0,0,0,0,0,0,"eval:doc.asset_owner == ""Customer""",,,,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,64,supplier,Supplier,Link,Supplier,0,0,0,0,0,0,0,0,0,"eval:doc.asset_owner == ""Supplier""",,,,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,65,column_break_51,,Column Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,66,department,Department,Link,Department,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,67,split_from,Split From,Link,Asset,0,0,1,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,68,journal_entry_for_scrap,Journal Entry for Scrap,Link,Journal Entry,0,0,1,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,69,amended_from,Amended From,Link,Asset,0,0,1,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,70,maintenance_required,Maintenance Required,Check,,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,2026-02-13 14:08:32.035920
Asset,DocType,fields,71,connections_tab,Connections,Tab Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:32.035920
Asset Activity,DocType,fields,1,asset,Asset,Link,Asset,1,0,1,0,1,0,0,1,0,,,,,,0,0,,2026-02-13 14:08:31.955053
Asset Activity,DocType,fields,2,column_break_vkdy,,Column Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:31.955053
Asset Activity,DocType,fields,3,date,Date,Datetime,,1,0,1,0,1,0,0,0,0,,,,now,,0,0,,2026-02-13 14:08:31.955053
Asset Activity,DocType,fields,4,column_break_kkxv,,Column Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:31.955053
Asset Activity,DocType,fields,5,user,User,Link,User,1,0,1,0,1,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:31.955053
Asset Activity,DocType,fields,6,section_break_romx,,Section Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:31.955053
Asset Activity,DocType,fields,7,subject,Subject,Small Text,,1,0,1,0,1,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:31.955053
Asset Capitalization,DocType,fields,1,title,Title,Data,,0,0,0,1,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:31.837986
Asset Capitalization,DocType,fields,2,naming_series,Series,Select,ACC-ASC-.YYYY.-,1,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:31.837986
Asset Capitalization,DocType,fields,3,target_asset,Target Asset,Link,Asset,0,0,0,0,0,0,0,1,0,,,,,,0,0,,2026-02-13 14:08:31.837986
Asset Capitalization,DocType,fields,4,target_asset_name,Asset Name,Data,,0,0,1,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:31.837986
Asset Capitalization,DocType,fields,5,target_item_code,Target Item Code,Link,Item,0,0,1,0,0,0,0,1,0,eval:(doc.target_item_code && !doc.__islocal),,,,,0,0,,2026-02-13 14:08:31.837986
Asset Capitalization,DocType,fields,6,finance_book,Finance Book,Link,Finance Book,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:31.837986
Asset Capitalization,DocType,fields,7,target_qty,Target Qty,Float,,0,0,1,1,0,0,0,0,0,,,,1,,0,0,,2026-02-13 14:08:31.837986
Asset Capitalization,DocType,fields,8,column_break_9,,Column Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:31.837986
Asset Capitalization,DocType,fields,9,company,Company,Link,Company,1,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:31.837986
Asset Capitalization,DocType,fields,10,posting_date,Posting Date,Date,,1,0,0,0,1,0,0,1,0,,,,Today,,0,0,,2026-02-13 14:08:31.837986
Asset Capitalization,DocType,fields,11,posting_time,Posting Time,Time,,1,0,0,0,0,0,0,0,0,,,,Now,,0,0,,2026-02-13 14:08:31.837986
Asset Capitalization,DocType,fields,12,set_posting_time,Edit Posting Date and Time,Check,,0,0,0,0,0,0,0,0,0,eval:doc.docstatus==0,,,0,,0,0,,2026-02-13 14:08:31.837986
Asset Capitalization,DocType,fields,13,target_batch_no,Target Batch No,Link,Batch,0,0,0,0,0,0,0,0,0,target_has_batch_no,,,,,0,0,,2026-02-13 14:08:31.837986
Asset Capitalization,DocType,fields,14,target_serial_no,Target Serial No,Small Text,,0,0,0,0,0,0,0,0,0,target_has_serial_no,,,,,0,0,,2026-02-13 14:08:31.837986
Asset Capitalization,DocType,fields,15,amended_from,Amended From,Link,Asset Capitalization,0,0,1,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:31.837986
Asset Capitalization,DocType,fields,16,target_is_fixed_asset,Target Is Fixed Asset,Check,,0,0,1,1,0,0,0,0,0,,,,0,,0,0,,2026-02-13 14:08:31.837986
Asset Capitalization,DocType,fields,17,target_has_batch_no,Target Has Batch No,Check,,0,0,1,1,0,0,0,0,0,,,,0,,0,0,,2026-02-13 14:08:31.837986
Asset Capitalization,DocType,fields,18,target_has_serial_no,Target Has Serial No,Check,,0,0,1,1,0,0,0,0,0,,,,0,,0,0,,2026-02-13 14:08:31.837986
Asset Capitalization,DocType,fields,19,section_break_16,Consumed Stock Items,Section Break,,0,0,0,0,0,0,0,0,0,eval:doc.docstatus == 0 || (doc.stock_items && doc.stock_items.length),,,,,0,0,,2026-02-13 14:08:31.837986
Asset Capitalization,DocType,fields,20,stock_items,Stock Items,Table,Asset Capitalization Stock Item,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:31.837986
Asset Capitalization,DocType,fields,21,stock_items_total,Consumed Stock Total Value,Currency,Company:company:default_currency,0,0,1,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:31.837986
Asset Capitalization,DocType,fields,22,section_break_26,Consumed Assets,Section Break,,0,0,0,0,0,0,0,0,0,eval:doc.docstatus == 0 || (doc.asset_items && doc.asset_items.length),,,,,0,0,,2026-02-13 14:08:31.837986
Asset Capitalization,DocType,fields,23,asset_items,Assets,Table,Asset Capitalization Asset Item,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:31.837986
Asset Capitalization,DocType,fields,24,asset_items_total,Consumed Asset Total Value,Currency,Company:company:default_currency,0,0,1,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:31.837986
Asset Capitalization,DocType,fields,25,service_expenses_section,Service Expenses,Section Break,,0,0,0,0,0,0,0,0,0,eval:doc.docstatus == 0 || (doc.service_items && doc.service_items.length),,,,,0,0,,2026-02-13 14:08:31.837986
Asset Capitalization,DocType,fields,26,service_items,Services,Table,Asset Capitalization Service Item,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:31.837986
Asset Capitalization,DocType,fields,27,service_items_total,Service Expense Total Amount,Currency,Company:company:default_currency,0,0,1,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:31.837986
Asset Capitalization,DocType,fields,28,totals_section,Totals,Section Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:31.837986
Asset Capitalization,DocType,fields,29,total_value,Total Value,Currency,Company:company:default_currency,0,0,1,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:31.837986
Asset Capitalization,DocType,fields,30,column_break_36,,Column Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:31.837986
Asset Capitalization,DocType,fields,31,target_incoming_rate,Target Incoming Rate,Currency,Company:company:default_currency,0,0,1,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:31.837986
Asset Capitalization,DocType,fields,32,accounting_dimensions_section,Accounting Dimensions,Section Break,,0,0,0,0,0,0,0,0,0,,,,,,1,0,,2026-02-13 14:08:31.837986
Asset Capitalization,DocType,fields,33,cost_center,Cost Center,Link,Cost Center,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:31.837986
Asset Capitalization,DocType,fields,34,dimension_col_break,,Column Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:31.837986
Asset Capitalization,DocType,fields,35,project,Project,Link,Project,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:31.837986
Asset Capitalization,DocType,fields,36,target_fixed_asset_account,Target Fixed Asset Account,Link,Account,0,0,1,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:31.837986
Asset Capitalization Asset Item,DocType,fields,1,asset,Asset,Link,Asset,1,0,0,0,1,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:33.288972
Asset Capitalization Asset Item,DocType,fields,2,asset_name,Asset Name,Data,,0,0,1,0,1,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:33.288972
Asset Capitalization Asset Item,DocType,fields,3,finance_book,Finance Book,Link,Finance Book,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:33.288972
Asset Capitalization Asset Item,DocType,fields,4,column_break_3,,Column Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:33.288972
Asset Capitalization Asset Item,DocType,fields,5,item_code,Item Code,Link,Item,1,0,1,0,1,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:33.288972
Asset Capitalization Asset Item,DocType,fields,6,item_name,Item Name,Data,,0,0,1,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:33.288972
Asset Capitalization Asset Item,DocType,fields,7,section_break_6,Value,Section Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:33.288972
Asset Capitalization Asset Item,DocType,fields,8,current_asset_value,Current Asset Value,Currency,Company:company:default_currency,0,0,1,0,1,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:33.288972
Asset Capitalization Asset Item,DocType,fields,9,asset_value,Asset Value,Currency,Company:company:default_currency,0,0,1,0,1,0,0,0,0,,,,0,,0,0,,2026-02-13 14:08:33.288972
Asset Capitalization Asset Item,DocType,fields,10,column_break_9,,Column Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:33.288972
Asset Capitalization Asset Item,DocType,fields,11,accounting_dimensions_section,Accounting Dimensions,Section Break,,0,0,0,0,0,0,0,0,0,,,,,,1,0,,2026-02-13 14:08:33.288972
Asset Capitalization Asset Item,DocType,fields,12,cost_center,Cost Center,Link,Cost Center,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:33.288972
Asset Capitalization Asset Item,DocType,fields,13,dimension_col_break,,Column Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:33.288972
Asset Capitalization Asset Item,DocType,fields,14,project,Project,Link,Project,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:33.288972
Asset Capitalization Asset Item,DocType,fields,15,fixed_asset_account,Fixed Asset Account,Link,Account,0,0,1,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:33.288972
Asset Capitalization Service Item,DocType,fields,1,item_code,Item Code,Link,Item,0,0,0,0,1,0,0,0,0,,,,,,0,0,,2026-02-14 01:14:02.968910
Asset Capitalization Service Item,DocType,fields,2,item_name,Item Name,Data,,0,0,1,0,0,0,0,0,0,,,,,,0,0,,2026-02-14 01:14:02.968910
Asset Capitalization Service Item,DocType,fields,3,column_break_3,,Column Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-14 01:14:02.968910
Asset Capitalization Service Item,DocType,fields,4,expense_account,Expense Account,Link,Account,1,0,0,0,1,0,0,0,0,,,,,,0,0,,2026-02-14 01:14:02.968910
Asset Capitalization Service Item,DocType,fields,5,section_break_6,Qty and Rate,Section Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-14 01:14:02.968910
Asset Capitalization Service Item,DocType,fields,6,qty,Qty,Float,,0,0,0,0,1,0,0,0,0,,,,1,,0,0,,2026-02-14 01:14:02.968910
Asset Capitalization Service Item,DocType,fields,7,uom,UOM,Link,UOM,0,0,0,0,1,0,0,0,0,,,,,,0,0,,2026-02-14 01:14:02.968910
Asset Capitalization Service Item,DocType,fields,8,column_break_9,,Column Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-14 01:14:02.968910
Asset Capitalization Service Item,DocType,fields,9,rate,Rate,Currency,Company:company:default_currency,0,0,0,0,1,0,0,0,0,,,,,,0,0,,2026-02-14 01:14:02.968910
Asset Capitalization Service Item,DocType,fields,10,amount,Amount,Currency,Company:company:default_currency,0,0,1,0,1,0,0,0,0,,,,0,,0,0,,2026-02-14 01:14:02.968910
Asset Capitalization Service Item,DocType,fields,11,accounting_dimensions_section,Accounting Dimensions,Section Break,,0,0,0,0,0,0,0,0,0,,,,,,1,0,,2026-02-14 01:14:02.968910
Asset Capitalization Service Item,DocType,fields,12,cost_center,Cost Center,Link,Cost Center,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-14 01:14:02.968910
Asset Capitalization Service Item,DocType,fields,13,dimension_col_break,,Column Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-14 01:14:02.968910
Asset Capitalization Stock Item,DocType,fields,1,item_code,Item Code,Link,Item,1,0,0,0,1,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:33.138129
Asset Capitalization Stock Item,DocType,fields,2,item_name,Item Name,Data,,0,0,1,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:33.138129
Asset Capitalization Stock Item,DocType,fields,3,column_break_3,,Column Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:33.138129
Asset Capitalization Stock Item,DocType,fields,4,warehouse,Warehouse,Link,Warehouse,1,0,0,0,1,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:33.138129
Asset Capitalization Stock Item,DocType,fields,5,section_break_6,Purchase Details,Section Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:33.138129
Asset Capitalization Stock Item,DocType,fields,6,purchase_receipt_item,Purchase Receipt Item,Data,,0,0,0,1,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:33.138129
Asset Capitalization Stock Item,DocType,fields,7,stock_qty,Quantity,Float,,0,0,0,0,1,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:33.138129
Asset Capitalization Stock Item,DocType,fields,8,actual_qty,Actual Qty in Warehouse,Float,,0,0,1,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:33.138129
Asset Capitalization Stock Item,DocType,fields,9,column_break_9,,Column Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:33.138129
Asset Capitalization Stock Item,DocType,fields,10,valuation_rate,Valuation Rate,Currency,Company:company:default_currency,0,0,1,0,1,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:33.138129
Asset Capitalization Stock Item,DocType,fields,11,amount,Amount,Currency,Company:company:default_currency,0,0,1,0,1,0,0,0,0,,,,0,,0,0,,2026-02-13 14:08:33.138129
Asset Capitalization Stock Item,DocType,fields,12,stock_uom,Stock UOM,Link,UOM,1,0,1,0,1,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:33.138129
Asset Capitalization Stock Item,DocType,fields,13,batch_and_serial_no_section,Batch and Serial No,Section Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:33.138129
Asset Capitalization Stock Item,DocType,fields,14,serial_and_batch_bundle,Serial and Batch Bundle,Link,Serial and Batch Bundle,0,0,0,0,0,0,0,0,0,eval:doc.use_serial_batch_fields === 0 || doc.docstatus === 1,,,,,0,0,,2026-02-13 14:08:33.138129
Asset Capitalization Stock Item,DocType,fields,15,use_serial_batch_fields,Use Serial No / Batch Fields,Check,,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,2026-02-13 14:08:33.138129
Asset Capitalization Stock Item,DocType,fields,16,column_break_13,,Column Break,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,2026-02-13 14:08:33.138129
Asset Capitalization Stock Item,DocType,fields,17,section_break_bfqc,,Section Break,,0,0,0,0,0,0,0,0,0,eval:doc.use_serial_batch_fields === 1,,,,,0,0,,2026-02-13 14:08:33.138129
